,target,text
814415,1,"@ekampf Well, i only like the &quot;Laphroaig&quot;. Other than that,well....she's right "
880412,1,"Today was awesum,  happy to see people "
903673,1,I really need a job. 
1244902,1,hanging out with @summerglo 
1134443,1,@buckhollywood WAHOO!! seriously?? 
946955,1,Harry Potter nos Trending Topics 
1450874,1,@MATTHARDYBRAND Quit bothering us we're trying to watch the Hardy Show preview Thursday Night LOL 
1525951,1,"@amsh oh, I thought you meant me "
1413465,1,@JonathanRKnight LOL..u deff need ur starbucks!!!!!...6 more days and i get to see u at jones beach!!!!!..i can't wait!!!!! xoxo 
1466007,1,I’m sure Palm Pre needs more than just a hardware keyboard  “iPhone Launch vs Palm Pre�? http://bit.ly/CHrtQ (via @ijustine)
982694,1,@Natalie_Lamb How are you doing Natalie? Hope you have a great week ahead of you. Keep SMILING no matter what. 
1207024,1,"is uber excited bout New Moon  n  Harry Potter, wow i sound like a dork but they're good movies "
859872,1,"@kellyxcupcakes Yeah  I'm pretty sure I can do that  I'll probably have work till 4, but after that would be great!"
1174506,1,@katyperry does your SKIN look like an old person's 
1467513,1,"@ykoubo Yes! Even children, they need REAL thing that pretty understandable "
901800,1,love for vintage books...old books shopping this morning 
825706,1,"@therewaslove You also recommended some good new tweeps, for which I'm grateful. Always in need of a few good friends when it counts. "
1213135,1,Good morning... I can feel the sun shining already... Sunbathing!!! 
1240638,1,Eminem... haha that was funny 
1533532,1,Good MORNING! 
1333983,1,What was your favorite part of the 80's?? For those of you who were around back then  http://short.to/dfv8
933298,1,"@ReeseNicole Awww in response to one of ur previous posts, The Light is my ring for when my man texts me  Come Close is when he's calling!"
1023872,1,FFS!!! :@  Sat 2 exams today and my train home has been cancelled Meanwhile @ ddaly9 is going walks on a lovely summer day :/ TGIF  
1435991,1,"@moanasaves I made the switch from tweetdeck to seesmic...oh, a month + ago. Took a bit of getting used to, but really happy with Seesmic "
911297,1,"outta the shower, too bad justin couldn't spend the night.  haha"
1502785,1,@deidrefunk I would! 
851423,1,"Watching the Ellen Show!  Love it. and, of course, working too "
1431998,1,Is titanic 
828837,1,dancing a jiggly dance to the tune of POKER FACE. 
1330878,1,has cheered up now his Brothers festival pack is in the post 
836036,1,@addiiee heyyyyyyyyy 
1128924,1,@suchavirgo I CANT BELIEVE YOU MOVED!!!...Thanks for breaking my bike 
1436144,1,"never, EVER walk from the Brooklyn Bridge to Coney Island again x____x BUTBUT! i had a good time at the beach with Joss  POOL TOMORROW "
1049838,1,Chesterland Farmers Market at the Geauga Market House on Rt. 306 from 2-7!!  Come visit us 
868753,1,Still looking for new glasses...going searching again today. 
801262,1,Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! 
1587661,1,@CyanideCine I started posting when I realized I've got nothing better to do x] AND it makes making a sig useful 
1081830,1,@RPatZHood lol it's ok..  I am just getting tired I LOVE YOU HOODIE!
1074066,1,"@ddlovato im sure it will be phenomenal, just like &quot;you&quot;    "
1310426,1,@lllA_ronlll FOR REALS!!!!!!!!! Heck yes... Thank you so much!!!!    Did Wiebe beat ass nugget Mitchell?
806493,1,"mmm OJ, scrambled eggs w/ cheese and toast  GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work."
1564938,1,Watching my life go up in flames...good times 
1364393,1,"@SynergyBlog My pleasure, Rachel!  Have yourself a great Friday evening! "
1110482,1,had fun guys! thanks for the company 
1196008,1,...That's my chick...lady Gaga ..I do like a man with a big dic* ..but gotta know what to do with it  owwh amen to that !
1486959,1,@SL_SmooveDaBoy I can do that 
1577828,1,"@AYDEGRAY haha. i've never beeeen. so srsly, i'm totally down for a trip out there!  sushi soon?  we're gonna make it happen. swear. hah"
1067996,1,@CASHNY true 
1048601,1,"@cindythroop Acting up??  Seems to me tiny.cc is acting *out*, being grunty. "
1134938,1,@rickblanton Wow! I really wasn't dissing the game of hockey..was lamenting the time until football season starts. 
1192495,1,Debating: glasses or no glasses? What's your opinion? 
1157298,1,didn't know until now that selena gomez was on the spy kids 3-D movie 
895243,1,@Legendary_Gage GALACTUS DESTROYER OF WORLDS... and a freeloading roomie who needs to get a muthafuckin job. 
1186910,1,http://twitpic.com/6cp0k - Headed 2 the Lake w/ @MsPersuAsian  @TheLindaBrenner meeting us there...Fun!
1120306,1,@HarlemS thanks for the follow 
1596135,1,@joannabphoto that im sure of haha 
1144325,1,Now 335' above Downtown Disney aboard Characters in Flight! 
1367001,1,@Madilynnn I knew you would! I can't wait for the new season to start this summer. 
1280589,1,@mduchess oohhyeahh. i`m watching too. ahe.  
909801,1,Had fun at the Airshow with the boys today - exhausted 
1406636,1,"http://bit.ly/18ieTE   Not a full browser, but I'm sure as hell gonna play with it. "
1260881,1,school is almost done!  i want my spider bites now! &gt;=O
992567,1,"@ratihsiahaan it went okay but not to well, i didn't know how to drew a cubics using jangka hahaha "
938449,1,@catherinelucy Wine and cheese tasting?  Sounds like my kind of learning 
1251651,1,eating pizzaaaaa 
1256613,1,Leaden sky + lightning + thunder = happy Helen. 
1446258,1,"@cikevin I agree, and with that will say goodnight, and continue to fuel the trending topic "
1328598,1,@AmyriadfthINGs Good Nukemorning back right at ya! I'm so anxious this morning! how's your wednesday looking?  
1391810,1,is at home bored shitless  xx
1343712,1,@Jenehhh @Carol_Yan I'm sure u &quot;Vampire Lovers&quot; already know this but I just saw there's gonna be a Twilight Cruise next year... 
1509374,1,I just want to thank @BLEVisthename for making my wall spin still! Viva la vodka!! 
874011,1,Organ is in possession; it has sounds similar to the opening of Super Mario World 
1191935,1,@meghornby onooes :o who  made you? iv just watched cos  new dvd ye see ;)
1342186,1,@hersheybears thanks  Looking forward to seeing the last three games at home this season!
1201615,1,@_Charizard_ AWW that is wonderful!  Congrats!!
930169,1,"@coachclaire, thank you  so glad  you enjoyed spring pictures at  http://bit.ly/lKCES"
1408829,1,@Emmajones79 how do u know he is in chessington? . I think u should meet him um...there is nothing to lose!.. well apart from your pants 
1320851,1,@HappySlip hi christine  just stoppin' by to say hi ~
1286699,1,@pdurham Well hopefully today we can motivate you a little more.. 
1245735,1,"driven from door to desk. good ol' Weight Watchers meeting today. Will post good news, might be quiet about bad  . 10:20."
1024182,1,Is here with his sexy bear. 
1101191,1,"going out now  its so hot, bye twitter "
1314804,1,Oh and it's Royal Rumble 2007.  - http://tweet.sg
1467297,1,"Pilates, then going to Troy for the day.  Dave's youngest brother graudated from HS yesterday...family gathering this weekend "
1340811,1,Just got in and my Halloween tarot cards have arrived and they are so much more fun than i first thought they would be 
946186,1,"@feonua Ohmygosh, heading to Canada. Yesssss. When when? Only a couple weeks! "
1583825,1,"Is it just me, or does Showtime tend 2 have lots more sex while HBO has more comedy? Cant decide which I prefer more... Curb wins I guess "
1431012,1,@TraceCyrus aww!  tht so sweet of wat u got for Miley &amp; Noah[:
1315199,1,"Is looking forward to Terminator: Salvation, tonight... "
1266629,1,@Mkenn076 Babydoll!!!! Did you see the twitpic I sent to Myria? 
1343999,1,Hey @souljaboytellem hey babe! shoutout rechelle from miami   (#souljaboytellem live &gt; http://ustre.am/2UhS)
814901,1,The Twitter Revolution  http://tinyurl.com/cgwpdb @ev @biz @wsj #twitter #news #socialmedia #tcot #business #web #text #follow #tweet
1361048,1,"@JonathanRKnight Think of the virtual hugs i'm sending to calm u down for tonight, just breathe  u do great &amp; u were meant to perform!"
1361955,1,"I bet you don't do what I do on Friday night. Regardless of what you do, I'd much rather do what I do. "
1014500,1,"will toddle off to church, in hope that you be back by the time i get home "
1543052,1,Wish this day would go a little quicker. I want to get home to my gardening 
1256465,1,Experiencing BIS Issues? RIM Knows About It… @PinkBerryGirl @karyncristina  http://viigo.im/KXz
875661,1,Watching big bang theory. Haha show is so funny.  sheldon is hilarious.
1171231,1,Home safe now afta nice nite wit me girl  but now gonna do a little dsi :-P then get som sleep then 3 hrs of wrk then 3 hrs of TAFE...
1425537,1,@Fly11 very pretty......for a non-lakers fan  ;O 
1174193,1,Out for a run - it's a beautiful day 
1412117,1,@kellypea   Thanks Kelly!
842870,1,Chocolate cake this late? hmm who cares i'm gonna be eating good on the vacation anyway so it's allll good 
1454661,1,WATCHED TWILIGHT FOR FIRST TIME LAST NIGHT   i am such a sucker for romance especially when there is a bad boy involved....
1034793,1,@MissyWard sounds good to me...I'd rather be followed on a Mac than a crackberry anyway! 
834942,1,@GrowWear well...the Asians and Clint Eastwood 
1214303,1,Godbless to twitter 
1456167,1,"because I'm thinking about all of the good times but either way, I can't help but smile! "
1076338,1,@YouKnoYouLuvMii don't worry most of us r coming back 2moro 
1347147,1,installing the sims 3 and watching terminator 3  x
1186779,1,With my girls 
969989,1,@aplusk There was some controversy. Watch this.  -  http://bit.ly/L3Nzh
1417739,1,@starstruck76 it definitely does! Take some awesome pictures! And I can't wait to hear about it! 
819693,1,@markygk do it  whens the next one?
1312124,1,"Back home after track club workout and Youth activity...cooked 80 hamburgers in 40 minutes, new record "
1395814,1,@DeLoresPressley We need to coordinate a massive TweetUp for all speakers on twitter (maybe motivation for more to get on board!) 
1340074,1,The sun rising on the ocean is an amazing sight. 
1374848,1,I'm so proud of the Summit &amp; TLC graduates  Yeah...3 days left.
1003596,1,Just made some yummy red jelly 
1531099,1,BTW- Remember- This Sunday is Father's Day 
1279602,1,"@snydez add di gtalk, trus keliatan di greader  'friends' shared items'"
1050099,1,@mruffi You drop #followfriday 's on me like it's your job  One back at you - seriously Metro Detroit - mruffi is the man.
1409948,1,@nettlecake just for you to cheer you up http://twitpic.com/6r8kw  
1003190,1,"@alanmcbride Oh, good luck with learning then "
896924,1,remember when we smuggled hot dogs after the football game!!! Fulton:WHAT??!! everyone: hahah nvm justt kiddingg!!! 
1361537,1,@msmissee yea! i was kind of scared after seeing the tweets from last night!  have a great time!  did u get your &quot;full service&quot; underpants
814662,1,@Keda2009 Nice! You definitely have the gift!! Feel free to show your designs to me anytime 
1051110,1,@paula_mcfly thank you for following me. 
911350,1,They have some BOMBBBB food &amp; dessert here at Prom. I'm sooo satisfied hahahah  Everyone looks pwetttty!
1495223,1,Gawd I love loud music and singing like crap to it 
959209,1,http://twitpic.com/5czi2 - @andyclemmensen @shaundiviney @bradiewebbstack - see what magical things HSPA does. 
959468,1,I thought that Jade did very well for the United Kingdom!  Well Done Jade! Fifth is Fab!
802037,1,@HarryHarley good night 
1383474,1,"Just had some amazing sausages from Holwell Farm for breakfast -  http://bit.ly/11Ua3H So tasty, and great with a fresh coffee   "
1107348,1,hanging with my wonderful cousin! 
991255,1,@kalwynah thanking you. 
1098903,1,@tiiine They are delish! 
953780,1,uploading pictures 
1245285,1,"@santoshp 111 is the nelsons number, attributed to admiral nelson, who had 1 eye, 1 hand and 1 leg. "
1584567,1,"@kdelariva http://twitpic.com/7iuj7 - Aw he is such a cutie, my dog sleeps on his back with his paws in the air he looks so funny "
1259387,1,"i love it when you see someone you know but they don't recognize you at first and when they do, there's a huge smile on their face "
1291112,1,@DarkPiano awesome..that is so good to hear and something to be thankful for indeed. 
